activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,3124471,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)OCC[C@@]1(c2ccc(Cl)c(Cl)c2)[C@H]2CNC[C@H]21,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '26.09', 'le': '0.56', 'lle': '4.30', 'sei': '38.57'}",CHEMBL596805,,CHEMBL596805,8.20,0,http://www.openphacts.org/units/Nanomolar,879579,=,1,1,=,,Ki,nM,,6.31,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.2
,3124472,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CCOCC[C@@]1(c2ccc(Cl)c(Cl)c2)[C@H]2CNC[C@H]21,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '25.98', 'le': '0.56', 'lle': '4.29', 'sei': '36.69'}",CHEMBL609023,,CHEMBL609023,7.80,0,http://www.openphacts.org/units/Nanomolar,879578,=,1,1,=,,Ki,nM,,15.85,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.8
,3124473,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,COCC[C@@]1(c2ccc(Cl)c(Cl)c2)[C@H]2CNC[C@H]21.Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '27.95', 'le': '0.61', 'lle': '4.88', 'sei': '37.63'}",CHEMBL602323,,CHEMBL1198374,8.00,0,http://www.openphacts.org/units/Nanomolar,879577,=,1,1,=,,Ki,nM,,10.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.0
,3124474,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CCC(C)OC[C@@]1(c2ccc(Cl)c(Cl)c2)[C@H]2CNC[C@H]21,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '25.77', 'le': '0.55', 'lle': '4.20', 'sei': '38.10'}",CHEMBL598228,,CHEMBL598228,8.10,0,http://www.openphacts.org/units/Nanomolar,879576,=,1,1,=,,Ki,nM,,7.943,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.1
,3124475,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,FC(F)(F)COC[C@@]1(c2ccc(Cl)c(Cl)c2)[C@H]2CNC[C@H]21,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '22.34', 'le': '0.49', 'lle': '3.94', 'sei': '35.75'}",CHEMBL610220,,CHEMBL610220,7.60,0,http://www.openphacts.org/units/Nanomolar,879503,=,1,1,=,,Ki,nM,,25.12,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.6
,3124476,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Clc1ccc([C@]2(COC3CCC3)[C@H]3CNC[C@H]32)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '26.26', 'le': '0.56', 'lle': '4.55', 'sei': '38.57'}",CHEMBL590472,,CHEMBL590472,8.20,0,http://www.openphacts.org/units/Nanomolar,879502,=,1,1,=,,Ki,nM,,6.31,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.2
,3124477,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Clc1ccc([C@]2(COCC3CC3)[C@H]3CNC[C@H]32)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '25.62', 'le': '0.55', 'lle': '4.49', 'sei': '37.63'}",CHEMBL598644,,CHEMBL598644,8.00,0,http://www.openphacts.org/units/Nanomolar,879501,=,1,1,=,,Ki,nM,,10.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.0
,3124478,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CCOC[C@]1(c2ccc(Cl)c(Cl)c2)[C@H]2CCC[C@H]21,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '18.23', 'le': '0.39', 'lle': '0.50', 'sei': '56.34'}",CHEMBL2021583,,CHEMBL2021583,5.20,0,http://www.openphacts.org/units/Nanomolar,879500,=,1,1,=,,Ki,nM,,6309.57,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,5.2
,3124479,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CCOC[C@@]1(c2ccc(Cl)c(Cl)c2)[C@H]2CCC[C@H]21,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '27.00', 'le': '0.58', 'lle': '3.00', 'sei': '83.42'}",CHEMBL2021582,,CHEMBL2021582,7.70,0,http://www.openphacts.org/units/Nanomolar,879499,=,1,1,=,,Ki,nM,,19.95,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.7
,3124480,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1csc(C[C@@H]2[C@H]3CNC[C@]32c2ccc(Cl)c(Cl)c2)n1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '21.52', 'le': '0.47', 'lle': '3.21', 'sei': '29.29'}",CHEMBL603480,,CHEMBL603480,7.30,0,http://www.openphacts.org/units/Nanomolar,879498,=,1,1,=,,Ki,nM,,50.12,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.3
,3124481,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1csc(C[C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)n1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '22.69', 'le': '0.50', 'lle': '3.61', 'sei': '30.90'}",CHEMBL597000,,CHEMBL597000,7.70,0,http://www.openphacts.org/units/Nanomolar,879410,=,1,1,=,,Ki,nM,,19.95,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.7
,3124482,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1csc(C[C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)n1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '22.69', 'le': '0.50', 'lle': '3.61', 'sei': '30.90'}",CHEMBL597000,,CHEMBL597000,7.70,0,http://www.openphacts.org/units/Nanomolar,879409,=,1,1,=,,Ki,nM,,19.95,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.7
,3124483,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1coc([C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)n1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '24.26', 'le': '0.51', 'lle': '3.96', 'sei': '19.71'}",CHEMBL596796,,CHEMBL596796,7.50,0,http://www.openphacts.org/units/Nanomolar,879408,=,1,1,=,,Ki,nM,,31.62,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.5
,3124484,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1cnc([C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)o1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '22.32', 'le': '0.47', 'lle': '3.36', 'sei': '18.13'}",CHEMBL596795,,CHEMBL596795,6.90,0,http://www.openphacts.org/units/Nanomolar,879407,=,1,1,=,,Ki,nM,,125.89,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,6.9
,3124485,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CCOCC[C@H]1[C@@H]2CNC[C@]12c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '23.65', 'le': '0.51', 'lle': '3.59', 'sei': '33.40'}",CHEMBL597608,,CHEMBL597608,7.10,0,http://www.openphacts.org/units/Nanomolar,879406,=,1,1,=,,Ki,nM,,79.43,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.1
,3124486,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,COCC[C@H]1[C@@]2(c3ccc(Cl)c(Cl)c3)CNC[C@]12C,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '22.98', 'le': '0.50', 'lle': '3.39', 'sei': '32.46'}",CHEMBL2021581,,CHEMBL2021581,6.90,0,http://www.openphacts.org/units/Nanomolar,879405,=,1,1,=,,Ki,nM,,125.89,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,6.9
,3124487,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,COCC[C@H]1[C@]2(C)CNC[C@]12c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '24.31', 'le': '0.52', 'lle': '3.79', 'sei': '34.34'}",CHEMBL2021580,,CHEMBL2021580,7.30,0,http://www.openphacts.org/units/Nanomolar,879330,=,1,1,=,,Ki,nM,,50.12,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.3
,3124488,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,COCC[C@H]1[C@]2(C)CNC[C@]12c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '23.98', 'le': '0.52', 'lle': '3.69', 'sei': '33.87'}",CHEMBL2021580,,CHEMBL2021580,7.20,0,http://www.openphacts.org/units/Nanomolar,879329,=,1,1,=,,Ki,nM,,63.1,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.2
,3124489,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,OCC[C@H]1[C@@H]2CNC[C@]12c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '26.09', 'le': '0.57', 'lle': '4.64', 'sei': '22.01'}",CHEMBL598216,,CHEMBL598216,7.10,0,http://www.openphacts.org/units/Nanomolar,879328,=,1,1,=,,Ki,nM,,79.43,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.1
,3124490,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,COC[C@@H]1[C@H]2CNC[C@]21c1ccc2ccccc2c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '30.00', 'le': '0.55', 'lle': '5.03', 'sei': '35.75'}",CHEMBL598215,,CHEMBL598215,7.60,0,http://www.openphacts.org/units/Nanomolar,879327,=,1,1,=,,Ki,nM,,25.12,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.6
,3124491,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,COC[C@H]1[C@@H]2CNC[C@@]21c1ccc2ccccc2c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '25.26', 'le': '0.46', 'lle': '3.83', 'sei': '30.10'}",CHEMBL611379,,CHEMBL611379,6.40,0,http://www.openphacts.org/units/Nanomolar,879326,=,1,1,=,,Ki,nM,,398.11,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,6.4
,3124492,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,COC[C@H]1[C@@H]2CNC[C@@]21c1ccc2ccccc2c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '28.81', 'le': '0.52', 'lle': '4.73', 'sei': '34.34'}",CHEMBL611379,,CHEMBL611379,7.30,0,http://www.openphacts.org/units/Nanomolar,879325,=,1,1,=,,Ki,nM,,50.12,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.3
,3124493,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CCC[C@H]1[C@@H]2CNC[C@]12c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '28.13', 'le': '0.61', 'lle': '3.72', 'sei': '63.18'}",CHEMBL600645,,CHEMBL600645,7.60,0,http://www.openphacts.org/units/Nanomolar,879324,=,1,1,=,,Ki,nM,,25.12,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.6
,3124494,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CSC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '24.98', 'le': '0.58', 'lle': '3.76', 'sei': '59.85'}",CHEMBL599242,,CHEMBL599242,7.20,0,http://www.openphacts.org/units/Nanomolar,879230,=,1,1,=,,Ki,nM,,63.1,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.2
,3124495,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CSC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '25.67', 'le': '0.59', 'lle': '3.96', 'sei': '61.51'}",CHEMBL599241,,CHEMBL599241,7.40,0,http://www.openphacts.org/units/Nanomolar,879229,=,1,1,=,,Ki,nM,,39.81,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.4
,3124496,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CSC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '24.63', 'le': '0.57', 'lle': '3.66', 'sei': '59.02'}",CHEMBL599241,,CHEMBL599241,7.10,0,http://www.openphacts.org/units/Nanomolar,879228,=,1,1,=,,Ki,nM,,79.43,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.1
,3124497,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CN(C)C[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '21.74', 'le': '0.47', 'lle': '3.56', 'sei': '40.60'}",CHEMBL611990,,CHEMBL611990,6.20,0,http://www.openphacts.org/units/Nanomolar,879227,=,1,1,=,,Ki,nM,,630.96,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,6.2
,3124498,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Fc1ccc(OC[C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)cc1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '20.16', 'le': '0.42', 'lle': '2.80', 'sei': '33.40'}",CHEMBL599240,,CHEMBL599240,7.10,0,http://www.openphacts.org/units/Nanomolar,879226,=,1,1,=,,Ki,nM,,79.43,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.1
,3124499,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCCCC2)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '22.63', 'le': '0.48', 'lle': '3.27', 'sei': '36.22'}",CHEMBL605119,,CHEMBL605119,7.70,0,http://www.openphacts.org/units/Nanomolar,879225,=,1,1,=,,Ki,nM,,19.95,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.7
,3124500,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Clc1ccc([C@@]23CNC[C@@H]2[C@H]3COC2CCCC2)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '21.45', 'le': '0.46', 'lle': '2.96', 'sei': '32.93'}",CHEMBL596989,,CHEMBL596989,7.00,0,http://www.openphacts.org/units/Nanomolar,879224,=,1,1,=,,Ki,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.0
,3124501,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCCC2)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '26.36', 'le': '0.56', 'lle': '4.56', 'sei': '40.45'}",CHEMBL596987,,CHEMBL596987,8.60,0,http://www.openphacts.org/units/Nanomolar,879141,=,1,1,=,,Ki,nM,,2.512,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.6
,3124502,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCCC2)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '25.13', 'le': '0.53', 'lle': '4.16', 'sei': '38.57'}",CHEMBL596987,,CHEMBL596987,8.20,0,http://www.openphacts.org/units/Nanomolar,879140,=,1,1,=,,Ki,nM,,6.31,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.2
,3124503,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Clc1ccc([C@@]23CNC[C@@H]2[C@H]3COC2CCC2)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '21.14', 'le': '0.45', 'lle': '2.95', 'sei': '31.04'}",CHEMBL596784,,CHEMBL596784,6.60,0,http://www.openphacts.org/units/Nanomolar,879139,=,1,1,=,,Ki,nM,,251.19,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,6.6
,3124504,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Cl.Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCC2)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '26.90', 'le': '0.57', 'lle': '4.75', 'sei': '39.51'}",CHEMBL611063,,CHEMBL608430,8.40,0,http://www.openphacts.org/units/Nanomolar,879138,=,1,1,=,,Ki,nM,,3.981,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.4
,3124505,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCC2)cc1Cl,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '25.30', 'le': '0.54', 'lle': '4.25', 'sei': '37.16'}",CHEMBL608430,,CHEMBL608430,7.90,0,http://www.openphacts.org/units/Nanomolar,879137,=,1,1,=,,Ki,nM,,12.59,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.9
,3124506,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)OC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '27.65', 'le': '0.60', 'lle': '4.79', 'sei': '39.04'}",CHEMBL605209,,CHEMBL605209,8.30,0,http://www.openphacts.org/units/Nanomolar,879136,=,1,1,=,,Ki,nM,,5.012,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.3
,3124507,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)OC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '21.98', 'le': '0.47', 'lle': '3.09', 'sei': '31.04'}",CHEMBL602235,,CHEMBL602235,6.60,0,http://www.openphacts.org/units/Nanomolar,879054,=,1,1,=,,Ki,nM,,251.19,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,6.6
,3124508,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)OC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '26.98', 'le': '0.58', 'lle': '4.59', 'sei': '38.10'}",CHEMBL602235,,CHEMBL602235,8.10,0,http://www.openphacts.org/units/Nanomolar,879053,=,1,1,=,,Ki,nM,,7.943,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,8.1
,3124509,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,FC(F)(F)COC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '22.34', 'le': '0.49', 'lle': '3.94', 'sei': '35.75'}",CHEMBL597190,,CHEMBL597190,7.60,0,http://www.openphacts.org/units/Nanomolar,879052,=,1,1,=,,Ki,nM,,25.12,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.6
,3124510,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,FC(F)(F)COC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '18.23', 'le': '0.40', 'lle': '2.54', 'sei': '29.16'}",CHEMBL598202,,CHEMBL598202,6.20,0,http://www.openphacts.org/units/Nanomolar,879051,=,1,1,=,,Ki,nM,,630.96,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,6.2
,3124511,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,FC(F)(F)COC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '21.46', 'le': '0.47', 'lle': '3.64', 'sei': '34.34'}",CHEMBL598202,,CHEMBL598202,7.30,0,http://www.openphacts.org/units/Nanomolar,879050,=,1,1,=,,Ki,nM,,50.12,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.3
,3124512,[],CHEMBL1068886,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in BacMam virus-transduced cells by scintillation proximity assay,B,,,BAO_0000192,BAO_0000219,cell-based format,CCOC[C@H]1[C@@H]2CN(C)C[C@]12c1ccc(Cl)c(Cl)c1,,,CHEMBL1157620,J. Med. Chem.,2010.0,"{'bei': '24.65', 'le': '0.53', 'lle': '3.94', 'sei': '59.34'}",CHEMBL605502,,CHEMBL605502,7.40,0,http://www.openphacts.org/units/Nanomolar,879049,=,1,1,=,,Ki,nM,,39.81,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pKi,,UO_0000065,,7.4
